//Fill tile for the whole map
Fill:0
//TileID, X, Y
1,3,-3
6,-7,-8
7,13,-9
1,13,-3
1,-9,-13
1,-8,-12
1,-10,-8
1,-20,-13
1,4,-10
5,3,-10
8,3,-9
5,5,-10
78,6,-10
4,6,-7
8,6,-9
8,8,-9
5,3,-12
4,3,-11
4,4,-11
4,5,-11
8,9,-9
10,9,-12
60,3,-15
37,-1,-15
46,0,-12
4,3,-17
4,-8,-7
4,-15,-6
4,-13,-9
4,-14,-15
11,-5,-13
8,-5,-11
4,-13,-17
4,-16,-15
4,-16,-10
4,-16,-7
5,-10,-15
5,-8,-16
59,3,-16
5,11,-4
5,-9,-14
6,-11,-5
6,-6,-11
11,-5,-14
6,4,-12
6,13,-10
7,11,-14
45,0,-13
6,-9,-18
6,-9,-15
39,-1,-13
27,-4,-13
6,-8,-10
6,-10,-6
6,-14,-6
6,-15,-4
7,-7,-15
7,9,-6
7,18,-5
7,-7,-12
7,4,4
7,15,4
7,17,6
7,16,10
7,19,9
4,6,4
2,6,7
5,17,7
5,-10,8
7,-8,3
7,-18,5
7,-7,11
16,-18,11
16,-17,11
6,-8,6
5,-3,11
5,-14,4
16,-16,10
12,-15,11
5,-16,13
5,-5,15
16,-15,5
5,-3,13
2,17,11
5,9,18
5,17,19
5,19,16
5,17,13
5,16,6
2,-11,10
6,-13,6
6,-2,15
6,-10,16
6,1,19
6,12,17
6,11,17
6,17,12
6,14,4
6,4,10
4,14,7
4,-4,13
4,-12,16
4,-5,4
2,-3,14
2,-8,12
2,-12,5
2,-10,3
2,2,5
2,16,-4
2,16,-8
2,12,-13
35,-2,-17
2,-8,-17
2,-14,-10
2,-19,-10
2,-19,-8
4,-18,-4
4,18,-13
3,18,2
4,18,3
8,18,4
8,19,4
5,19,2
7,19,3
3,20,2
3,20,3
8,20,4
5,21,2
4,21,3
8,21,4
8,22,4
5,22,3
7,22,2
4,23,2
5,23,3
8,23,4
8,24,4
5,24,3
5,24,2
4,25,2
3,25,3
8,25,4
8,26,4
5,26,3
5,26,2
6,24,1
7,24,0
4,24,-1
6,25,-1
6,25,0
6,25,1
6,26,1
7,26,0
6,26,-1
8,27,4
10,27,3
10,27,2
10,27,1
10,27,0
10,27,-1
5,26,-2
7,25,-2
5,24,-2
7,22,-2
5,20,-2
7,19,-2
7,21,-2
7,23,-2
8,18,-4
8,19,-4
8,20,-4
8,21,-4
8,22,-4
8,23,-4
8,24,-4
8,25,-4
8,26,-4
8,27,-4
10,27,-3
5,19,-3
5,22,-3
4,24,-3
4,20,-3
3,21,-3
4,26,-3
4,18,-2
3,18,-3
3,25,-3
3,23,-3
12,-11,-1
12,-9,0
12,-7,-1
12,-5,0
12,-3,-1
12,-1,0
12,1,-1
12,3,0
12,5,-1
12,7,0
12,9,-1
12,11,0
12,13,-1
12,15,0
12,-2,-3
12,-1,-5
12,-2,-7
12,-1,-9
12,-2,2
12,-1,4
12,-2,6
13,-11,0
13,-9,1
13,-7,0
13,-5,1
13,-3,0
13,-1,1
13,-2,3
13,-1,5
13,-2,7
13,1,0
13,3,1
13,5,0
13,7,1
13,9,0
13,11,1
13,13,0
13,15,1
13,-2,-2
13,-1,-4
13,-2,-6
13,-1,-8
14,-10,-1
13,-12,0
14,-8,0
14,-6,-1
14,-4,0
14,0,0
14,-1,-3
14,-2,-1
14,0,-5
14,-1,-7
14,0,-9
14,2,-1
14,4,0
14,6,-1
14,8,0
14,10,-1
14,12,0
14,14,-1
14,16,0
14,0,4
14,-1,6
15,-12,1
15,-10,0
